subscription_id,user_id,plan_type,revenue,start_date
6799,16098,Monthly,400,2024-04-17
6800,24899,Monthly,50,2023-09-29
6801,26179,Yearly,400,2024-07-05
6802,1014,Quarterly,50,2023-08-08
6803,25563,Monthly,120,2023-06-13
6804,14231,Monthly,50,2023-02-06
6805,9129,Quarterly,120,2024-03-25
6806,1920,Quarterly,50,2023-02-05
6807,14204,Yearly,120,2023-12-24
6808,14776,Yearly,400,2024-04-08
6809,19138,Quarterly,120,2024-04-05
6810,29179,Yearly,50,2024-02-01
6811,17577,Quarterly,120,2024-04-23
6812,25451,Quarterly,50,2024-08-13
6813,8084,Quarterly,120,2024-05-25
6814,18556,Yearly,50,2024-07-23
6815,2054,Quarterly,50,2023-07-30
6816,26607,Yearly,50,2023-03-14
6817,2465,Quarterly,400,2023-09-17
6818,17616,Yearly,120,2023-08-14
6819,2602,Yearly,50,2024-04-07
6820,16104,Quarterly,400,2024-04-09
6821,13075,Monthly,50,2024-01-06
6822,1622,Yearly,400,2024-04-22
6823,28999,Monthly,120,2023-12-04
6824,17272,Yearly,50,2024-05-13
6825,13992,Quarterly,400,2024-08-11
6826,20471,Monthly,50,2023-12-21
6827,4234,Monthly,120,2023-12-28
6828,24545,Quarterly,120,2023-07-18
6829,28786,Monthly,400,2023-08-03
6830,30297,Yearly,50,2024-06-12
6831,495,Quarterly,50,2024-03-24
6832,19434,Monthly,50,2023-12-25
6833,20420,Yearly,400,2023-03-28
6834,13922,Monthly,120,2024-08-08
6835,29135,Yearly,400,2023-11-04
6836,24852,Yearly,50,2023-06-30
6837,26669,Monthly,400,2023-10-09
6838,1248,Monthly,50,2023-06-30
6839,2571,Quarterly,50,2023-06-01
6840,22385,Quarterly,400,2024-01-31
6841,25132,Quarterly,50,2023-07-11
6842,4856,Yearly,50,2023-06-23
6843,29612,Monthly,,2024-02-19
6844,8367,Monthly,50,2023-05-14
6845,4336,Quarterly,120,2023-03-31
6846,18854,Yearly,,2023-10-21
6847,13086,Quarterly,,2024-05-16
6848,8793,Yearly,,2023-01-26
6849,25422,Yearly,120,2023-01-14
6850,13024,Yearly,120,2023-05-13
6851,28880,Monthly,50,2023-07-16
6852,8480,Yearly,50,2023-11-11
6853,20327,Monthly,400,2024-07-27
6854,15664,Monthly,120,2024-05-02
6855,22352,Yearly,50,2024-08-18
6856,10161,Yearly,400,2023-05-26
6857,22224,Yearly,50,2023-12-23
6858,14751,Quarterly,120,2023-06-19
6859,12242,Monthly,120,2023-11-18
6860,20797,Monthly,120,2023-03-18
6861,5644,Quarterly,400,2023-07-01
6862,13910,Yearly,400,2023-11-27
6863,3182,Quarterly,50,2023-09-10
6864,7384,Monthly,120,2024-05-02
6865,16618,Quarterly,,2024-06-28
6866,22140,Monthly,50,2024-08-18
6867,29094,Quarterly,50,2023-12-17
6868,8005,Monthly,50,2024-02-28
6869,20477,Monthly,50,2024-04-04
6870,27780,Quarterly,50,2023-09-25
6871,20555,Quarterly,120,2024-02-26
6872,20563,Yearly,120,2024-06-10
6873,24267,Yearly,400,2024-05-18
6874,28172,Yearly,400,2024-07-25
6875,21948,Quarterly,50,2023-06-26
6876,5446,Monthly,120,2023-02-08
6877,2556,Quarterly,50,2023-01-27
6878,24424,Monthly,120,2024-03-11
6879,19976,Quarterly,400,2024-03-12
6880,1942,Yearly,50,2023-04-23
6881,3664,Quarterly,50,2023-06-29
6882,17687,Monthly,400,2023-06-23
6883,14547,Quarterly,120,2023-03-29
6884,293,Quarterly,50,2024-02-12
6885,10117,Quarterly,120,2023-04-05
6886,6067,Yearly,120,2024-06-15
6887,13992,Monthly,400,2024-04-12
6888,29914,Monthly,50,2024-07-04
6889,29072,Quarterly,50,2023-09-20
6890,12805,Yearly,50,2023-09-05
6891,13502,Quarterly,50,2024-03-08
6892,11272,Yearly,400,2023-06-24
6893,11048,Quarterly,120,2023-06-08
6894,23107,Yearly,400,2024-07-06
6895,25462,Monthly,,2024-02-14
6896,21974,Monthly,50,2023-10-16
6897,16461,Quarterly,400,2023-02-21
6898,3390,Monthly,50,2023-08-13
6899,20102,Monthly,50,2024-05-08
6900,11338,Yearly,400,2023-06-21
6901,2416,Yearly,120,2023-02-21
6902,9852,Monthly,400,2024-02-20
6903,13116,Quarterly,400,2023-10-02
6904,24185,Yearly,120,2024-07-08
6905,26023,Quarterly,120,2023-12-29
6906,17928,Quarterly,120,2023-06-19
6907,26022,Quarterly,400,2023-04-08
6908,25644,Yearly,50,2023-06-29
6909,26645,Yearly,120,2023-08-24
6910,6014,Yearly,400,2023-07-31
6911,29734,Quarterly,50,2024-08-22
6912,20532,Quarterly,50,2024-02-19
6913,29945,Yearly,120,2023-05-26
6914,5809,Yearly,50,2024-01-09
6915,12574,Quarterly,120,2024-03-27
6916,16607,Quarterly,120,2023-08-16
6917,16040,Monthly,120,2024-04-14
6918,29686,Monthly,50,2024-07-01
6919,17139,Monthly,50,2023-06-06
6920,15676,Yearly,400,2023-12-22
6921,19313,Monthly,120,2024-06-11
6922,16092,Quarterly,50,2024-05-30
6923,19028,Yearly,400,2023-09-03
6924,6391,Quarterly,400,2023-08-03
6925,7800,Monthly,120,2023-09-08
6926,28139,Quarterly,400,2023-11-28
6927,7460,Yearly,,2024-02-19
6928,330,Yearly,120,2024-01-25
6929,2098,Monthly,120,2024-02-14
6930,13668,Monthly,120,2023-10-22
6931,30301,Monthly,120,2023-02-21
6932,2659,Quarterly,50,2024-08-11
6933,25733,Monthly,120,2024-03-24
6934,7931,Yearly,50,2024-05-19
6935,3824,Monthly,50,2023-10-03
6936,20423,Yearly,400,2023-08-25
6937,12564,Monthly,120,2023-05-17
6938,10312,Quarterly,400,2023-08-26
6939,7787,Quarterly,120,2023-02-13
6940,23749,Monthly,,2024-03-23
6941,16052,Quarterly,50,2023-03-12
6942,4089,Yearly,120,2023-07-18
6943,11719,Quarterly,50,2024-04-13
6944,16422,Monthly,400,2023-01-21
6945,25698,Quarterly,50,2023-06-20
6946,17906,Quarterly,120,2024-07-15
6947,19942,Yearly,,2024-07-17
6948,25980,Quarterly,120,2024-07-03
6949,23057,Monthly,400,2023-06-18
6950,17290,Quarterly,400,2023-09-06
6951,16364,Quarterly,400,2023-08-21
6952,11761,Quarterly,50,2024-06-12
6953,9239,Quarterly,50,2023-04-21
6954,21177,Monthly,120,2024-06-10
6955,25876,Monthly,400,2023-02-10
6956,29161,Yearly,50,2024-08-05
6957,15811,Quarterly,50,2024-01-24
6958,27700,Yearly,120,2024-07-02
6959,4104,Yearly,400,2024-03-31
6960,12046,Quarterly,120,2024-07-12
6961,10505,Quarterly,400,2024-05-23
6962,1761,Monthly,120,2024-08-10
6963,13829,Quarterly,50,2023-10-05
6964,275,Monthly,120,2024-02-24
6965,4103,Quarterly,50,2023-10-26
6966,26236,Yearly,400,2023-12-13
6967,20929,Monthly,400,2023-10-03
6968,17989,Monthly,50,2024-01-12
6969,26720,Quarterly,400,2024-08-06
6970,23120,Monthly,50,2023-08-28
6971,15374,Monthly,120,2023-09-25
6972,15124,Monthly,400,2023-08-28
6973,6895,Quarterly,120,2023-03-30
6974,23647,Yearly,400,2024-06-30
6975,29173,Yearly,50,2024-08-18
6976,20601,Quarterly,50,2023-12-18
6977,10517,Yearly,400,2023-09-07
6978,8670,Yearly,120,2024-04-30
6979,2127,Quarterly,400,2023-05-24
6980,29496,Yearly,50,2023-11-08
6981,15934,Quarterly,120,2023-09-19
6982,5783,Quarterly,50,2024-01-05
6983,10243,Yearly,50,2023-10-28
6984,7243,Monthly,400,2023-05-11
6985,16818,Monthly,120,2023-12-02
6986,24979,Yearly,400,2023-05-08
6987,5805,Monthly,120,2023-07-13
6988,8852,Quarterly,120,2023-05-11
6989,799,Monthly,120,2024-06-09
6990,24410,Monthly,50,2023-12-17
6991,8610,Yearly,50,2024-06-20
6992,10009,Yearly,,2023-07-12
6993,8237,Monthly,50,2024-08-18
6994,12266,Monthly,400,2023-05-15
6995,11301,Monthly,400,2023-02-13
6996,1488,Monthly,50,2023-01-12
6997,18103,Yearly,120,2023-09-30
6998,89,Quarterly,120,2023-10-23
6999,21716,Yearly,120,2023-12-16
7000,30371,Yearly,50,2023-12-13
7001,24953,Monthly,50,2023-06-15
7002,13551,Yearly,50,2024-05-10
7003,23807,Monthly,400,2024-01-06
7004,1142,Quarterly,50,2023-08-18
7005,18140,Quarterly,400,2023-12-31
7006,7287,Monthly,,2023-12-09
7007,7825,Quarterly,120,2024-01-16
7008,13238,Quarterly,400,2024-07-19
7009,1796,Quarterly,50,2024-07-04
7010,2729,Monthly,,2023-03-07
7011,30116,Quarterly,120,2024-07-01
7012,28864,Yearly,120,2023-06-03
7013,5844,Monthly,120,2023-12-03
7014,23037,Quarterly,120,2023-01-08
7015,10670,Quarterly,50,2023-01-08
7016,20654,Monthly,400,2024-03-12
7017,15599,Yearly,50,2023-04-09
7018,20904,Monthly,50,2023-12-14
7019,8357,Yearly,400,2023-09-15
7020,4264,Quarterly,400,2024-05-10
7021,9351,Monthly,50,2023-07-03
7022,8339,Quarterly,,2023-03-07
7023,27820,Yearly,120,2023-10-21
7024,29236,Quarterly,400,2024-07-24
7025,23696,Quarterly,400,2023-07-17
7026,19717,Monthly,50,2023-10-09
7027,14233,Yearly,50,2023-12-05
7028,1016,Yearly,50,2023-07-25
7029,25986,Monthly,50,2024-01-28
7030,25649,Yearly,120,2024-01-16
7031,117,Yearly,400,2024-07-17
7032,1832,Monthly,50,2023-05-26
7033,25297,Quarterly,120,2023-06-06
7034,1305,Monthly,50,2024-02-29
7035,3696,Yearly,400,2023-05-18
7036,19443,Yearly,50,2024-04-11
7037,19490,Monthly,,2023-09-10
7038,27120,Quarterly,50,2023-01-02
7039,26076,Monthly,50,2023-05-08
7040,3052,Monthly,120,2023-08-28
7041,25623,Quarterly,50,2023-05-09
7042,14094,Monthly,120,2023-09-28
7043,7737,Quarterly,50,2023-08-05
7044,6616,Yearly,50,2024-04-28
7045,22316,Monthly,50,2023-12-25
7046,1228,Yearly,50,2023-07-12
7047,16323,Yearly,50,2024-04-26
7048,30116,Yearly,400,2024-04-18
7049,29837,Quarterly,50,2023-12-09
7050,19266,Yearly,120,2023-09-28
7051,18447,Yearly,400,2023-04-30
7052,28907,Yearly,,2023-09-10
7053,27863,Monthly,400,2024-04-07
7054,21638,Yearly,400,2024-01-25
7055,5658,Quarterly,50,2023-11-30
7056,29777,Yearly,120,2023-06-30
7057,26637,Yearly,400,2023-02-16
7058,26166,Monthly,50,2024-02-12
7059,3234,Quarterly,50,2024-06-21
7060,5072,Monthly,120,2024-02-03
7061,11992,Yearly,50,2024-05-11
7062,20379,Yearly,400,2024-08-23
7063,21357,Yearly,50,2024-01-05
7064,26589,Yearly,120,2023-05-02
7065,30131,Yearly,400,2023-07-02
7066,17006,Yearly,120,2024-08-13
7067,4015,Monthly,50,2023-06-07
7068,25715,Quarterly,50,2023-07-27
7069,9095,Yearly,50,2023-08-23
7070,22643,Quarterly,120,2024-03-28
7071,15384,Yearly,50,2023-11-26
7072,14764,Yearly,50,2023-09-15
7073,22528,Monthly,120,2023-10-31
7074,28270,Monthly,50,2024-01-29
7075,12954,Yearly,400,2024-08-04
7076,12876,Quarterly,50,2023-08-07
7077,22504,Monthly,400,2024-03-05
7078,24456,Quarterly,400,2023-08-14
7079,4808,Monthly,400,2024-06-03
7080,3215,Quarterly,120,2023-10-22
7081,5795,Monthly,50,2023-01-22
7082,20390,Quarterly,50,2023-09-06
7083,23660,Quarterly,120,2024-07-13
7084,27987,Monthly,120,2023-03-29
7085,22408,Quarterly,120,2023-04-15
7086,30577,Quarterly,,2024-08-11
7087,21371,Yearly,50,2023-12-26
7088,7205,Quarterly,400,2023-08-18
7089,20688,Monthly,50,2023-07-25
7090,7861,Quarterly,120,2023-05-06
7091,6,Quarterly,400,2023-09-17
7092,7225,Monthly,50,2023-12-19
7093,48,Quarterly,50,2024-04-30
7094,20888,Quarterly,120,2023-09-10
7095,5748,Quarterly,120,2024-03-13
7096,3492,Monthly,50,2024-05-13
7097,23667,Quarterly,120,2024-07-24
7098,18539,Yearly,50,2023-05-16
7099,16234,Yearly,120,2023-03-12
7100,15270,Yearly,120,2023-12-01
7101,8650,Yearly,400,2024-04-30
7102,28486,Quarterly,50,2023-10-22
7103,13483,Quarterly,50,2023-07-12
7104,1730,Yearly,120,2023-11-18
7105,14122,Quarterly,120,2024-04-05
7106,28332,Monthly,400,2023-08-19
7107,17884,Monthly,400,2024-06-26
7108,2849,Quarterly,50,2023-08-26
7109,21497,Quarterly,50,2023-04-20
7110,7077,Yearly,50,2024-05-29
7111,13892,Quarterly,50,2024-01-29
7112,1924,Quarterly,50,2023-02-28
7113,14391,Quarterly,50,2024-02-21
7114,10588,Monthly,120,2024-05-24
7115,15841,Quarterly,50,2023-02-24
7116,28526,Yearly,50,2023-11-14
7117,3399,Monthly,120,2023-05-25
7118,6603,Yearly,,2024-07-23
7119,2946,Yearly,120,2024-04-28
7120,30475,Yearly,50,2023-12-06
7121,10132,Quarterly,400,2023-10-14
7122,10793,Quarterly,120,2024-06-10
7123,16372,Monthly,120,2023-10-31
7124,9565,Yearly,120,2023-09-15
7125,17692,Monthly,50,2023-10-17
7126,6104,Yearly,50,2024-02-18
7127,30926,Yearly,50,2023-06-09
7128,4056,Quarterly,,2023-03-07
7129,10086,Monthly,50,2024-05-21
7130,5184,Yearly,400,2023-04-10
7131,26454,Yearly,120,2023-06-17
7132,28274,Quarterly,50,2023-05-01
7133,12872,Quarterly,50,2024-04-25
7134,6588,Yearly,50,2023-10-26
7135,25370,Monthly,120,2023-06-22
7136,1909,Monthly,50,2023-10-27
7137,21177,Quarterly,120,2023-03-24
7138,22816,Yearly,120,2023-12-08
7139,18508,Yearly,50,2023-08-25
7140,20015,Yearly,400,2024-02-01
7141,2616,Quarterly,50,2024-08-10
7142,28312,Monthly,120,2023-06-20
7143,5350,Monthly,400,2024-08-13
7144,7196,Monthly,50,2024-06-09
7145,12688,Quarterly,120,2023-04-17
7146,19108,Monthly,50,2024-01-26
7147,12207,Monthly,50,2023-05-01
7148,25960,Monthly,120,2023-01-14
7149,25199,Yearly,400,2024-04-12
7150,29789,Quarterly,120,2024-06-23
7151,9552,Yearly,50,2024-04-17
7152,18197,Yearly,,2024-04-09
7153,27611,Yearly,120,2023-12-25
7154,29577,Monthly,50,2023-09-06
7155,8044,Yearly,400,2023-02-15
7156,29613,Monthly,,2024-01-03
7157,7628,Monthly,120,2024-02-16
7158,2630,Monthly,120,2023-07-02
7159,10984,Monthly,400,2024-05-21
7160,29994,Yearly,120,2023-11-07
7161,12443,Monthly,400,2023-10-13
7162,8492,Monthly,400,2023-12-27
7163,10110,Monthly,50,2023-04-16
7164,2707,Yearly,50,2024-01-08
7165,17796,Quarterly,120,2023-11-11
7166,11671,Yearly,50,2024-02-17
7167,642,Quarterly,400,2024-03-11
7168,12930,Yearly,50,2023-01-25
7169,20903,Yearly,120,2023-03-14
7170,28710,Quarterly,120,2024-05-19
7171,30905,Yearly,50,2023-10-15
7172,12995,Monthly,400,2024-07-12
7173,27342,Yearly,50,2023-07-06
7174,18694,Yearly,50,2024-07-05
7175,16698,Yearly,400,2024-03-29
7176,25601,Quarterly,50,2023-11-11
7177,16922,Quarterly,400,2023-08-01
7178,16374,Monthly,50,2023-04-04
7179,25600,Yearly,,2023-01-27
7180,19145,Monthly,120,2024-05-15
7181,28513,Quarterly,50,2023-06-08
7182,7565,Quarterly,,2023-09-26
7183,3225,Quarterly,50,2023-02-12
7184,17899,Quarterly,,2024-01-31
7185,3379,Monthly,50,2023-08-05
7186,4614,Quarterly,400,2024-03-10
7187,7816,Quarterly,,2024-03-25
7188,11211,Monthly,120,2024-08-03
7189,3663,Yearly,50,2023-02-17
7190,27195,Quarterly,50,2023-09-09
7191,26364,Monthly,,2023-09-04
7192,17967,Quarterly,120,2023-03-19
7193,11942,Monthly,120,2023-01-21
7194,20399,Yearly,120,2023-03-21
7195,27797,Quarterly,120,2023-04-27
7196,26387,Quarterly,50,2023-08-31
7197,12265,Quarterly,120,2024-07-31
7198,26753,Yearly,,2024-06-01
7199,25356,Quarterly,400,2024-07-22
7200,24640,Quarterly,400,2024-06-06
7201,7738,Monthly,,2024-06-08
7202,30418,Quarterly,120,2024-07-01
7203,28369,Monthly,50,2023-12-17
7204,30187,Yearly,400,2023-06-23
7205,16919,Quarterly,120,2024-01-14
7206,21520,Monthly,120,2024-01-11
7207,13195,Yearly,120,2023-05-24
7208,24566,Quarterly,50,2023-03-22
7209,28856,Yearly,,2024-02-27
7210,20179,Quarterly,120,2023-02-17
7211,12090,Yearly,120,2023-12-27
7212,23741,Quarterly,50,2023-06-22
7213,8946,Yearly,50,2024-05-31
7214,9702,Yearly,120,2023-05-27
7215,30166,Quarterly,50,2023-08-13
7216,22853,Monthly,,2023-10-02
7217,16993,Monthly,50,2023-07-23
7218,6830,Quarterly,120,2024-06-14
7219,25920,Monthly,50,2023-02-25
7220,29308,Monthly,400,2023-09-08
7221,8904,Yearly,50,2023-05-23
7222,15377,Quarterly,120,2024-04-26
7223,26869,Monthly,50,2023-12-02
7224,14298,Yearly,120,2023-05-10
7225,10422,Quarterly,50,2023-09-09
7226,9085,Yearly,50,2023-03-15
7227,16796,Quarterly,120,2023-04-29
7228,15216,Yearly,400,2023-06-30
7229,30814,Yearly,50,2023-07-10
7230,27365,Monthly,50,2023-05-20
7231,14714,Yearly,50,2024-01-21
7232,28536,Yearly,120,2023-07-10
7233,13313,Quarterly,120,2023-10-15
7234,9571,Yearly,400,2024-01-28
7235,12188,Yearly,400,2023-06-29
7236,18546,Quarterly,50,2023-03-18
7237,30795,Quarterly,50,2023-07-10
7238,9178,Quarterly,50,2023-01-30
7239,2730,Quarterly,50,2024-05-10
7240,10183,Yearly,120,2024-07-12
7241,10944,Monthly,120,2023-12-10
7242,3303,Monthly,400,2024-05-15
7243,19819,Yearly,120,2023-04-12
7244,16010,Monthly,50,2024-02-26
7245,17742,Yearly,50,2024-02-17
7246,8544,Yearly,120,2023-02-05
7247,22412,Monthly,400,2023-06-30
7248,17817,Quarterly,120,2023-11-24
7249,9625,Quarterly,50,2023-05-13
7250,30703,Monthly,400,2024-07-07
7251,26066,Monthly,50,2023-03-17
7252,4657,Yearly,400,2023-02-23
7253,12048,Quarterly,50,2023-09-08
7254,26701,Yearly,50,2024-02-04
7255,30574,Yearly,50,2023-06-08
7256,17396,Yearly,400,2024-02-27
7257,16832,Yearly,120,2023-12-09
7258,19737,Quarterly,50,2023-09-18
7259,3229,Monthly,50,2023-02-13
7260,5245,Quarterly,50,2023-09-15
7261,11662,Yearly,400,2024-04-09
7262,29743,Yearly,400,2024-04-01
7263,25768,Yearly,,2023-05-15
7264,21001,Quarterly,120,2023-02-23
7265,20289,Quarterly,50,2024-02-17
7266,7926,Quarterly,120,2023-06-17
7267,7857,Quarterly,120,2023-12-04
7268,6774,Yearly,120,2023-01-12
7269,20083,Monthly,400,2024-04-20
7270,19217,Quarterly,400,2023-11-28
7271,10125,Yearly,50,2024-03-28
7272,20981,Yearly,50,2023-03-18
7273,16153,Quarterly,120,2024-01-29
7274,7625,Quarterly,400,2024-07-06
7275,18502,Yearly,400,2024-07-22
7276,11886,Yearly,120,2024-03-25
7277,13673,Monthly,50,2023-11-30
7278,10771,Quarterly,50,2023-11-22
7279,2291,Monthly,120,2023-05-16
7280,36,Quarterly,400,2024-01-24
7281,138,Quarterly,120,2023-10-08
7282,23893,Yearly,120,2024-02-08
7283,26129,Monthly,50,2023-04-08
7284,16375,Yearly,50,2024-06-30
7285,12749,Monthly,400,2024-03-26
7286,8977,Monthly,120,2023-02-04
7287,7103,Quarterly,120,2024-03-05
7288,1717,Yearly,120,2023-01-07
7289,4333,Yearly,50,2023-12-15
7290,14279,Quarterly,400,2023-04-11
7291,1619,Quarterly,400,2023-04-13
7292,13203,Yearly,400,2024-06-15
7293,22438,Quarterly,50,2024-01-05
7294,23387,Yearly,120,2023-10-13
7295,26500,Monthly,50,2024-06-04
7296,17513,Quarterly,120,2023-07-06
7297,2011,Monthly,,2023-04-16
7298,30813,Yearly,,2023-02-28
7299,25668,Quarterly,50,2023-10-15
7300,25832,Monthly,50,2024-07-06
7301,12069,Yearly,50,2023-06-04
7302,6389,Monthly,120,2024-07-01
7303,22332,Quarterly,50,2023-07-02
7304,24526,Monthly,400,2023-04-02
7305,5243,Quarterly,400,2024-08-08
7306,26074,Yearly,50,2023-01-07
7307,13918,Monthly,400,2023-09-27
7308,24612,Quarterly,400,2023-07-26
7309,11706,Yearly,50,2023-10-25
7310,30879,Monthly,50,2023-11-30
7311,15133,Monthly,50,2024-04-07
7312,19354,Monthly,50,2023-12-02
7313,8758,Quarterly,400,2023-12-18
7314,13075,Yearly,400,2023-11-20
7315,8732,Quarterly,50,2024-08-22
7316,10947,Yearly,400,2023-10-24
7317,27640,Quarterly,120,2023-07-11
7318,10515,Yearly,120,2024-07-12
7319,16956,Yearly,50,2023-09-02
7320,8538,Quarterly,50,2023-04-30
7321,30794,Yearly,120,2023-03-31
7322,23939,Monthly,50,2023-10-24
7323,12006,Yearly,400,2023-08-29
7324,12765,Monthly,400,2023-04-03
7325,11589,Yearly,50,2023-10-26
7326,13812,Monthly,50,2023-01-11
7327,7584,Yearly,50,2024-04-06
7328,3388,Monthly,50,2023-08-03
7329,7771,Yearly,120,2024-02-10
7330,25776,Monthly,50,2024-01-29
7331,17919,Yearly,50,2023-03-03
7332,26903,Quarterly,120,2023-02-02
7333,25591,Yearly,120,2023-12-31
7334,27765,Yearly,400,2023-08-27
7335,25055,Quarterly,400,2024-02-13
7336,11917,Quarterly,400,2023-09-26
7337,7379,Quarterly,400,2023-04-11
7338,11757,Yearly,50,2023-04-30
7339,16154,Yearly,,2024-08-20
7340,7553,Yearly,400,2023-01-05
7341,10345,Yearly,50,2023-07-18
7342,29950,Quarterly,400,2024-06-01
7343,12789,Quarterly,400,2024-08-20
7344,2268,Monthly,50,2023-07-14
7345,14639,Quarterly,50,2023-04-07
7346,21080,Yearly,50,2024-01-26
7347,8252,Monthly,400,2023-01-05
7348,6281,Monthly,400,2024-07-09
7349,9859,Monthly,400,2024-07-18
7350,22465,Monthly,50,2023-03-10
7351,10394,Yearly,50,2023-07-03
7352,27322,Yearly,120,2024-02-28
7353,10141,Quarterly,50,2023-06-01
7354,11226,Monthly,120,2024-02-06
7355,22605,Quarterly,400,2024-05-29
7356,677,Quarterly,120,2023-01-07
7357,19966,Monthly,400,2024-03-18
7358,14968,Monthly,120,2023-01-13
7359,12168,Yearly,120,2024-02-04
7360,8412,Quarterly,50,2023-10-05
7361,22736,Quarterly,120,2023-08-26
7362,30137,Monthly,400,2023-04-13
7363,7678,Monthly,400,2023-11-09
7364,26173,Quarterly,400,2024-05-29
7365,2022,Monthly,400,2023-09-23
7366,2205,Monthly,120,2024-03-22
7367,8712,Yearly,400,2023-08-18
7368,13989,Yearly,50,2023-08-01
7369,30337,Yearly,50,2024-04-03
7370,16566,Yearly,400,2023-03-15
7371,18836,Quarterly,120,2023-02-01
7372,3964,Quarterly,50,2024-02-25
7373,16005,Yearly,400,2023-06-18
7374,8417,Yearly,50,2024-08-17
7375,10151,Monthly,50,2024-04-03
7376,26020,Quarterly,50,2024-08-02
7377,19278,Quarterly,400,2024-04-29
7378,14257,Quarterly,50,2023-03-30
7379,27115,Monthly,50,2024-01-02
7380,880,Quarterly,120,2024-04-25
7381,9995,Quarterly,400,2023-03-26
7382,5696,Monthly,50,2023-12-22
7383,13713,Monthly,120,2023-02-01
7384,19820,Monthly,,2023-11-15
7385,11349,Quarterly,50,2024-06-25
7386,17766,Monthly,400,2024-02-05
7387,9046,Monthly,120,2023-06-17
7388,21491,Quarterly,50,2023-08-25
7389,5948,Yearly,50,2023-09-12
7390,4823,Yearly,400,2023-09-05
7391,4570,Monthly,50,2024-03-10
7392,11343,Quarterly,120,2023-05-10
7393,8404,Quarterly,120,2024-07-01
7394,17725,Quarterly,400,2023-12-05
7395,2669,Yearly,50,2023-06-12
7396,21041,Quarterly,400,2024-07-26
7397,19920,Monthly,50,2024-02-21
7398,17867,Quarterly,50,2023-06-21
7399,25204,Monthly,50,2024-05-17
7400,11992,Monthly,50,2024-01-25
7401,1119,Monthly,400,2023-03-09
7402,6822,Yearly,400,2023-10-27
7403,3745,Monthly,120,2024-02-25
7404,16400,Monthly,120,2024-02-22
7405,15626,Quarterly,120,2023-09-09
7406,6361,Yearly,120,2024-02-03
7407,211,Monthly,120,2024-02-13
7408,16277,Monthly,120,2023-10-13
7409,26772,Monthly,50,2023-04-22
7410,14209,Yearly,50,2023-10-11
7411,30359,Monthly,50,2024-02-01
7412,22726,Quarterly,50,2023-12-09
7413,4147,Monthly,400,2023-01-01
7414,12994,Quarterly,50,2023-01-28
7415,3013,Monthly,120,2023-10-04
7416,6756,Monthly,50,2024-04-01
7417,8006,Monthly,120,2024-05-30
7418,5859,Yearly,400,2024-01-21
7419,30838,Monthly,50,2024-05-24
7420,14977,Quarterly,120,2023-09-29
7421,1278,Monthly,120,2023-08-27
7422,26094,Quarterly,50,2023-01-21
7423,11381,Quarterly,50,2024-08-23
7424,11494,Quarterly,50,2023-05-27
7425,10106,Monthly,120,2023-02-05
7426,12336,Monthly,50,2023-04-26
7427,5976,Quarterly,120,2023-09-16
7428,26512,Quarterly,120,2024-08-07
7429,21515,Monthly,120,2023-05-07
7430,462,Quarterly,120,2023-02-22
7431,8298,Quarterly,50,2024-03-28
7432,25468,Yearly,120,2024-05-29
7433,2017,Quarterly,400,2023-01-13
7434,7911,Monthly,400,2024-06-27
7435,22605,Yearly,50,2023-08-10
7436,17548,Monthly,400,2023-05-01
7437,18121,Quarterly,400,2024-07-23
7438,28641,Yearly,120,2024-05-01
7439,3134,Quarterly,120,2023-08-20
7440,10484,Quarterly,50,2023-12-10
7441,20492,Quarterly,50,2023-05-13
7442,4408,Monthly,400,2023-12-27
7443,343,Yearly,400,2024-02-20
7444,13395,Yearly,50,2023-12-28
7445,6635,Yearly,120,2023-06-10
7446,16213,Yearly,,2024-04-16
7447,10763,Yearly,50,2023-04-21
7448,15581,Quarterly,400,2023-06-28
7449,15101,Quarterly,400,2023-08-15
7450,7916,Quarterly,400,2023-05-29
7451,10947,Monthly,400,2023-12-07
7452,5085,Yearly,120,2024-04-12
7453,11662,Yearly,50,2023-10-10
7454,6832,Quarterly,400,2024-04-14
7455,19321,Quarterly,400,2023-11-26
7456,20339,Yearly,50,2023-05-15
7457,1155,Monthly,50,2024-03-03
7458,9815,Monthly,50,2023-02-21
7459,18161,Monthly,50,2023-11-28
7460,13745,Quarterly,400,2023-08-01
7461,7799,Monthly,400,2024-05-20
7462,11056,Monthly,120,2024-07-15
7463,29806,Quarterly,50,2023-09-17
7464,30723,Yearly,400,2024-02-21
7465,3579,Yearly,50,2024-03-07
7466,5174,Quarterly,50,2023-06-03
7467,9882,Monthly,50,2023-12-25
7468,29288,Yearly,50,2024-05-03
7469,27158,Quarterly,400,2023-01-09
7470,25321,Yearly,50,2024-03-13
7471,2664,Quarterly,400,2024-01-10
7472,4726,Monthly,50,2024-02-19
7473,12705,Monthly,120,2023-12-07
7474,29336,Quarterly,120,2024-07-10
7475,13973,Yearly,400,2024-03-04
7476,14474,Monthly,50,2023-04-13
7477,17358,Monthly,50,2023-03-11
7478,21547,Yearly,50,2023-03-21
7479,25469,Yearly,400,2024-04-07
7480,18352,Monthly,120,2023-12-07
7481,16305,Quarterly,120,2024-02-19
7482,11550,Monthly,400,2023-12-07
7483,28244,Quarterly,120,2023-08-23
7484,12887,Monthly,120,2024-05-19
7485,26897,Quarterly,120,2023-11-06
7486,19432,Yearly,120,2023-05-19
7487,20955,Yearly,50,2024-03-28
